DateTime,Baseline_CO2,Plus2_CO2,Plus4_CO2,Plus6_CO2
2013-01-01,0,0,0,0
2013-01-02,0,0,0,0
2013-01-03,0,0,0,0
2013-01-04,0,0,0,0
2013-01-05,0,0,0,0
2013-01-06,0,0,0,0
2013-01-07,0,0,0,0
2013-01-08,0,0,0,0
2013-01-09,0,0,0,0
2013-01-10,0,0,0,0
2013-01-11,0,0,0,0
2013-01-12,0,0,0,0
2013-01-13,0,0,0,0
2013-01-14,0,0,0,0
2013-01-15,0,0,0,0
2013-01-16,0,0,0,0
2013-01-17,0,0,0,0
2013-01-18,0,0,0,0
2013-01-19,0,0,0,0
2013-01-20,0,0,0,0
2013-01-21,0,0,0,0
2013-01-22,0,0,0,0
2013-01-23,0,0,0,0
2013-01-24,0,0,0,0
2013-01-25,0,0,0,0
2013-01-26,0,0,0,0
2013-01-27,0,0,0,0
2013-01-28,0,0,0,0
2013-01-29,0,0,0,0
2013-01-30,0,0,0,0
2013-01-31,0,0,0,0
2013-02-01,0,0,0,0
2013-02-02,0,0,0,0
2013-02-03,0,0,0,0
2013-02-04,0,0,0,0
2013-02-05,0,0,0,0
2013-02-06,0,0,0,0
2013-02-07,0,0,0,0
2013-02-08,0,0,0,0
2013-02-09,0,0,0,0
2013-02-10,0,0,0,0
2013-02-11,0,0,0,0
2013-02-12,0,0,0,0
2013-02-13,0,0,0,0
2013-02-14,0,0,0,0
2013-02-15,0,0,0,0
2013-02-16,0,0,0,0
2013-02-17,0,0,0,0
2013-02-18,0,0,0,0
2013-02-19,0,0,0,0
2013-02-20,0,0,0,0
2013-02-21,0,0,0,0
2013-02-22,0,0,0,0
2013-02-23,0,0,0,0
2013-02-24,0,0,0,0
2013-02-25,0,0,0,0
2013-02-26,0,0,0,0
2013-02-27,0,0,0,0
2013-02-28,0,0,0,0
2013-03-01,0,0,0,0
2013-03-02,0,0,0,0
2013-03-03,0,0,0,0
2013-03-04,0,0,0,0
2013-03-05,0,0,0,0
2013-03-06,0,0,0,0
2013-03-07,0,0,0,0
2013-03-08,0,0,0,0
2013-03-09,0,0,0,0
2013-03-10,0,0,0,0
2013-03-11,0,0,0,0
2013-03-12,0,0,0,0
2013-03-13,0,0,0,0
2013-03-14,0,0,0,0
2013-03-15,0,0,0,0
2013-03-16,0,0,0,0
2013-03-17,0,0,0,0
2013-03-18,0,0,0,0
2013-03-19,0,0,0,0
2013-03-20,0,0,0,0
2013-03-21,0,0,0,0
2013-03-22,0,0,0,0
2013-03-23,0,0,0,0
2013-03-24,0,0,0,0
2013-03-25,0,0,0,0
2013-03-26,0,0,0,0
2013-03-27,0,0,0,0
2013-03-28,0,0,0,0
2013-03-29,0,0,0,0
2013-03-30,0,0,0,0
2013-03-31,0,0,0,0
2013-04-01,0,0,0,0
2013-04-02,0,0,0,0
2013-04-03,0,0,0,0
2013-04-04,0,0,0,0
2013-04-05,0,0,0,0
2013-04-06,0,0,0,0
2013-04-07,0,0,0,0
2013-04-08,0,0,0,0
2013-04-09,0,0,0,0
2013-04-10,0,0,0,0
2013-04-11,0,0,0,0
2013-04-12,0,0,0,0
2013-04-13,0,0,0,0
2013-04-14,0,0,0,0
2013-04-15,0,0,0,0
2013-04-16,0,0,0,0
2013-04-17,0,0,0,0
2013-04-18,0,0,0,0
2013-04-19,0,0,0,0
2013-04-20,0,0,0,0
2013-04-21,0,0,0,0
2013-04-22,0,0,0,0
2013-04-23,0,0,0,0
2013-04-24,0,0,0,0
2013-04-25,0,0,0,0
2013-04-26,0,0,0,0
2013-04-27,0,0,0,0
2013-04-28,0,0,0,0
2013-04-29,0,0,0,0
2013-04-30,0,0,0,0
2013-05-01,0,0,0,0
2013-05-02,0,0,0,0
2013-05-03,0,0,0,0
2013-05-04,0,0,0,0
2013-05-05,0,0,0,0
2013-05-06,0,0,0,0
2013-05-07,0,0,0,0
2013-05-08,0,0,0,0
2013-05-09,0,0,0,0
2013-05-10,0,0,0,0
2013-05-11,0,0,0,0
2013-05-12,0,0,0,0
2013-05-13,0,0,0,0
2013-05-14,0,0,0,0
2013-05-15,0,0,0,0
2013-05-16,0,0,0,0
2013-05-17,0,0,0,0
2013-05-18,0,0,0,0
2013-05-19,0,0,0,0
2013-05-20,0,0,0,0
2013-05-21,0,0,0,0
2013-05-22,0,0,0,0
2013-05-23,0,0,0,0
2013-05-24,0,0,0,0
2013-05-25,0,0,0,0
2013-05-26,0,0,0,0
2013-05-27,0,0,0,0
2013-05-28,0,0,0,0
2013-05-29,0,0,0,0
2013-05-30,0,0,0,-0.00516274316983573
2013-05-31,0,0,-0.00394708785656596,-0.00392884084723329
2013-06-01,0,-2.5630491337221e-06,-2.55288945108964e-06,-2.54006156500309e-06
2013-06-02,-0.00882228834576137,-0.00879773526238594,-0.00876265047809578,-0.00871589984743703
2013-06-03,-0.000308229975972999,-0.00030729365331877,-0.000306040574895519,-0.000305008433863399
2013-06-04,-0.0124592119539693,-0.012423345610164,-0.0123790271726378,-0.0123281313890309
2013-06-05,-0.0183434423805741,-0.0182851607324015,-0.018214966854849,-0.0181388697705619
2013-06-06,-0.00203076648211791,-0.00202402517611371,-0.00201581844912439,-0.00200822717766663
2013-06-07,-0.00438972943893034,-0.00437757587963148,-0.0043589683866935,-0.00433590832709625
2013-06-08,-0.00825338266316181,-0.00822868451411962,-0.0081714968173488,-0.00815067610545567
2013-06-09,-0.0125129175372483,-0.0124693631316754,-0.0123820807520104,-0.0123542385572239
2013-06-10,-0.00135372582669426,-0.00134721151918817,-0.00134316790270133,-0.00133464400002237
2013-06-11,-0.00337496787073111,-0.00336015715225648,-0.00334766639720598,-0.00332639752573135
2013-06-12,-0.00179030770740096,-0.00178201889499984,-0.00177630833909211,-0.00176544773849477
2013-06-13,-0.0124978417086463,-0.0124238035001227,-0.012388266472212,-0.012324160786071
2013-06-14,-0.0134252489289616,-0.0133045096121204,-0.0133028190249812,-0.0132035044082617
2013-06-15,-0.0114475312257513,-0.0113566416071693,-0.0113263271201214,-0.0112991482306574
2013-06-16,-0.00357285072506678,-0.00353728857023829,-0.00352684385236162,-0.00352235373208113
2013-06-17,-0.0050879633410648,-0.00505353422016185,-0.00503235849555509,-0.0050113571326352
2013-06-18,-0.0128096657738127,-0.0127146035720202,-0.0126567506780909,-0.0126137617148966
2013-06-19,-0.00679917528514931,-0.00674582593092277,-0.00671995111749728,-0.00669716545963439
2013-06-20,-0.0225229752819069,-0.0223465462364107,-0.0222721387671793,-0.0221940628622066
2013-06-21,-0.00203784948583186,-0.00201723536907646,-0.00201903086550424,-0.00200253669349144
