DateTime,Baseline_CH4,Plus2_CH4,Plus4_CH4,Plus6_CH4
2013-01-01,0,0,0,0
2013-01-02,0,0,0,0
2013-01-03,0,0,0,0
2013-01-04,0,0,0,0
2013-01-05,0,0,0,0
2013-01-06,0,0,0,0
2013-01-07,0,0,0,0
2013-01-08,0,0,0,0
2013-01-09,0,0,0,0
2013-01-10,0,0,0,0
2013-01-11,0,0,0,0
2013-01-12,0,0,0,0
2013-01-13,0,0,0,0
2013-01-14,0,0,0,0
2013-01-15,0,0,0,0
2013-01-16,0,0,0,0
2013-01-17,0,0,0,0
2013-01-18,0,0,0,0
2013-01-19,0,0,0,0
2013-01-20,0,0,0,0
2013-01-21,0,0,0,0
2013-01-22,0,0,0,0
2013-01-23,0,0,0,0
2013-01-24,0,0,0,0
2013-01-25,0,0,0,0
2013-01-26,0,0,0,0
2013-01-27,0,0,0,0
2013-01-28,0,0,0,0
2013-01-29,0,0,0,0
2013-01-30,0,0,0,0
2013-01-31,0,0,0,0
2013-02-01,0,0,0,0
2013-02-02,0,0,0,0
2013-02-03,0,0,0,0
2013-02-04,0,0,0,0
2013-02-05,0,0,0,0
2013-02-06,0,0,0,0
2013-02-07,0,0,0,0
2013-02-08,0,0,0,0
2013-02-09,0,0,0,0
2013-02-10,0,0,0,0
2013-02-11,0,0,0,0
2013-02-12,0,0,0,0
2013-02-13,0,0,0,0
2013-02-14,0,0,0,0
2013-02-15,0,0,0,0
2013-02-16,0,0,0,0
2013-02-17,0,0,0,0
2013-02-18,0,0,0,0
2013-02-19,0,0,0,0
2013-02-20,0,0,0,0
2013-02-21,0,0,0,0
2013-02-22,0,0,0,0
2013-02-23,0,0,0,0
2013-02-24,0,0,0,0
2013-02-25,0,0,0,0
2013-02-26,0,0,0,0
2013-02-27,0,0,0,0
2013-02-28,0,0,0,0
2013-03-01,0,0,0,0
2013-03-02,0,0,0,0
2013-03-03,0,0,0,0
2013-03-04,0,0,0,0
2013-03-05,0,0,0,0
2013-03-06,0,0,0,0
2013-03-07,0,0,0,0
2013-03-08,0,0,0,0
2013-03-09,0,0,0,0
2013-03-10,0,0,0,0
2013-03-11,0,0,0,0
2013-03-12,0,0,0,0
2013-03-13,0,0,0,0
2013-03-14,0,0,0,0
2013-03-15,0,0,0,0
2013-03-16,0,0,0,0
2013-03-17,0,0,0,0
2013-03-18,0,0,0,0
2013-03-19,0,0,0,0
2013-03-20,0,0,0,0
2013-03-21,0,0,0,0
2013-03-22,0,0,0,0
2013-03-23,0,0,0,0
2013-03-24,0,0,0,0
2013-03-25,0,0,0,0
2013-03-26,0,0,0,0
2013-03-27,0,0,0,0
2013-03-28,0,0,0,0
2013-03-29,0,0,0,0
2013-03-30,0,0,0,0
2013-03-31,0,0,0,0
2013-04-01,0,0,0,0
2013-04-02,0,0,0,0
2013-04-03,0,0,0,0
2013-04-04,0,0,0,0
2013-04-05,0,0,0,0
2013-04-06,0,0,0,0
2013-04-07,0,0,0,0
2013-04-08,0,0,0,0
2013-04-09,0,0,0,0
2013-04-10,0,0,0,0
2013-04-11,0,0,0,0
2013-04-12,0,0,0,0
2013-04-13,0,0,0,0
2013-04-14,0,0,0,0
2013-04-15,0,0,0,0
2013-04-16,0,0,0,0
2013-04-17,0,0,0,0
2013-04-18,0,0,0,0
2013-04-19,0,0,0,0
2013-04-20,0,0,0,0
2013-04-21,0,0,0,0
2013-04-22,0,0,0,0
2013-04-23,0,0,0,0
2013-04-24,0,0,0,0
2013-04-25,0,0,0,0
2013-04-26,0,0,0,0
2013-04-27,0,0,0,0
2013-04-28,0,0,0,0
2013-04-29,0,0,0,0
2013-04-30,0,0,0,0
2013-05-01,0,0,0,0
2013-05-02,0,0,0,0
2013-05-03,0,0,0,0
2013-05-04,0,0,0,0
2013-05-05,0,0,0,0
2013-05-06,0,0,0,0
2013-05-07,0,0,0,0
2013-05-08,0,0,0,0
2013-05-09,0,0,0,0
2013-05-10,0,0,0,0
2013-05-11,0,0,0,0
2013-05-12,0,0,0,0
2013-05-13,0,0,0,0
2013-05-14,0,0,0,0
2013-05-15,0,0,0,0
2013-05-16,0,0,0,0
2013-05-17,0,0,0,0
2013-05-18,0,0,0,0
2013-05-19,0,0,0,0
2013-05-20,0,0,0,0
2013-05-21,0,0,0,0
2013-05-22,0,0,0,0
2013-05-23,0,0,0,0
2013-05-24,0,0,0,0
2013-05-25,0,0,0,0
2013-05-26,0,0,0,0
2013-05-27,0,0,0,0
2013-05-28,0,0,0,0
2013-05-29,0,0,0,0
2013-05-30,0,0,0,0.0123103239142707
2013-05-31,0,0,0.032504173349048,0.0110620906221796
2013-06-01,0,1.02730537919894e-05,9.38576921138993e-06,2.61029508445498e-06
2013-06-02,0.055059341450353,0.0350397860988562,0.009434472510973,0.00208704129304249
2013-06-03,0.000522498666613783,0.00021467056177789,7.89387231103909e-05,0.000135960011487832
2013-06-04,0.00142054302928617,0.000375140208685741,-0.000103161587938438,9.34596709309631e-05
2013-06-05,0.00244379678913439,0.00370437286067586,0.000228281037472157,-0.000585156076717568
2013-06-06,0.000419412082726327,0.000473263893174401,-4.57092535738681e-05,-0.000107470534037684
2013-06-07,0.000165400869534908,0.00025887994641011,-0.00038542073315784,-0.000294862876543534
2013-06-08,-9.76507324974653e-05,-7.6196552546822e-05,-0.000112343469083827,-0.000294321868791906
2013-06-09,-0.00031230552966149,-0.000290853095354422,-0.000271766383985097,-0.000341114014209856
2013-06-10,-6.64161161327841e-05,-5.73443735119047e-05,-0.000102287034459891,-4.82016219478773e-05
2013-06-11,-0.000249913589213427,-0.000275326569086781,-0.00025312952749258,-0.000241332120291013
2013-06-12,-9.72000615646511e-05,-7.94867324361232e-05,-0.000115436408201949,-0.000120224928070798
2013-06-13,-0.000358307041531412,-0.000269959229560805,-0.000337849472581077,-0.000712518666744376
2013-06-14,-0.00036923615585715,-7.318733838984e-05,-0.000682695779280511,-0.000302606537717608
2013-06-15,-0.000217525844596327,-0.000374730011647021,-0.000338106019560138,-0.000373604830967739
2013-06-16,-0.000256481145975373,-0.000124602372806351,-0.000128163788381155,-0.000253169950806285
2013-06-17,-0.000210057508469248,-0.00027786876274037,-0.000292097941406449,-0.000138909901970595
2013-06-18,-0.00026291100953534,-0.000388175611431894,-0.000389730887410036,-0.000481113903278022
2013-06-19,-0.000323761144597941,-0.000264153089586742,-0.000211348553680925,-0.000320499838228569
2013-06-20,-0.000808440404249396,-0.000824719592515998,-0.00152447523632608,-0.0013152627312049
2013-06-21,-0.000116677543003058,-0.000109961246909623,-0.000146080848935472,-0.000127262880460994
