time,FLOW,SALT,TEMP
2013-09-19 00:00:00,0.433950403,0,5.766281588
2013-09-20 00:00:00,0.436261353,0,5.762851986
2013-09-21 00:00:00,0.438572303,0,5.759422383
2013-09-22 00:00:00,0.440883253,0,5.75599278
2013-09-23 00:00:00,0.443194203,0,5.752563177
2013-09-24 00:00:00,0.445505153,0,5.749133574
2013-09-25 00:00:00,0.447816103,0,5.745703971
2013-09-26 00:00:00,0.450127053,0,5.742274368
2013-09-27 00:00:00,0.452438003,0,5.738844765
2013-09-28 00:00:00,0.454748953,0,5.735415162
2013-09-29 00:00:00,0.457059903,0,5.73198556
2013-09-30 00:00:00,0.459370854,0,5.728555957
2013-10-01 00:00:00,0.461681804,0,5.725126354
2013-10-02 00:00:00,0.463992754,0,5.721696751
2013-10-03 00:00:00,0.466303704,0,5.718267148
2013-10-04 00:00:00,0.468614654,0,5.714837545
2013-10-05 00:00:00,0.470925604,0,5.711407942
2013-10-06 00:00:00,0.473236554,0,5.707978339
2013-10-07 00:00:00,0.475547504,0,5.704548736
2013-10-08 00:00:00,0.477858454,0,5.701119134
2013-10-09 00:00:00,0.480169404,0,5.697689531
2013-10-10 00:00:00,0.480169404,0,5.694259928
2013-10-11 00:00:00,0.480169404,0,5.690830325
2013-10-12 00:00:00,0.480169404,0,5.687400722
2013-10-13 00:00:00,0.480169404,0,5.683971119
2013-10-14 00:00:00,0.480169404,0,5.680541516
2013-10-15 00:00:00,0.480169404,0,5.677111913
2013-10-16 00:00:00,0.480169404,0,5.67368231
2013-10-17 00:00:00,0.480169404,0,5.670252708
2013-10-18 00:00:00,0.480169404,0,5.666823105
2013-10-19 00:00:00,0.480169404,0,5.663393502
2013-10-20 00:00:00,0.480169404,0,5.659963899
2013-10-21 00:00:00,0.480169404,0,5.656534296
2013-10-22 00:00:00,0.480169404,0,5.653104693
2013-10-23 00:00:00,0.480169404,0,5.64967509
2013-10-24 00:00:00,0.480169404,0,5.646245487
2013-10-25 00:00:00,0.480169404,0,5.642815884
2013-10-26 00:00:00,0.480169404,0,5.639386282
2013-10-27 00:00:00,0.480169404,0,5.635956679
2013-10-28 00:00:00,0.480169404,0,5.632527076
2013-10-29 00:00:00,0.480169404,0,5.629097473
2013-10-30 00:00:00,0.480169404,0,5.62566787
2013-10-31 00:00:00,0.480169404,0,5.622238267
2013-11-01 00:00:00,0,0,0
2013-11-02 00:00:00,0,0,0
2013-11-03 00:00:00,0,0,0
2013-11-04 00:00:00,0,0,0
2013-11-05 00:00:00,0,0,0
2013-11-06 00:00:00,0,0,0
2013-11-07 00:00:00,0,0,0
2013-11-08 00:00:00,0,0,0
2013-11-09 00:00:00,0,0,0
2013-11-10 00:00:00,0,0,0
2013-11-11 00:00:00,0,0,0
2013-11-12 00:00:00,0,0,0
2013-11-13 00:00:00,0,0,0
2013-11-14 00:00:00,0,0,0
2013-11-15 00:00:00,0,0,0
2013-11-16 00:00:00,0,0,0
2013-11-17 00:00:00,0,0,0
2013-11-18 00:00:00,0,0,0
2013-11-19 00:00:00,0,0,0
2013-11-20 00:00:00,0,0,0
2013-11-21 00:00:00,0,0,0
2013-11-22 00:00:00,0,0,0
2013-11-23 00:00:00,0,0,0
2013-11-24 00:00:00,0,0,0
2013-11-25 00:00:00,0,0,0
2013-11-26 00:00:00,0,0,0
2013-11-27 00:00:00,0,0,0
2013-11-28 00:00:00,0,0,0
2013-11-29 00:00:00,0,0,0
2013-11-30 00:00:00,0,0,0
2013-12-01 00:00:00,0,0,0
2013-12-02 00:00:00,0,0,0
2013-12-03 00:00:00,0,0,0
2013-12-04 00:00:00,0,0,0
2013-12-05 00:00:00,0,0,0
2013-12-06 00:00:00,0,0,0
2013-12-07 00:00:00,0,0,0
2013-12-08 00:00:00,0,0,0
2013-12-09 00:00:00,0,0,0
2013-12-10 00:00:00,0,0,0
2013-12-11 00:00:00,0,0,0
2013-12-12 00:00:00,0,0,0
2013-12-13 00:00:00,0,0,0
2013-12-14 00:00:00,0,0,0
2013-12-15 00:00:00,0,0,0
2013-12-16 00:00:00,0,0,0
2013-12-17 00:00:00,0,0,0
2013-12-18 00:00:00,0,0,0
2013-12-19 00:00:00,0,0,0
2013-12-20 00:00:00,0,0,0
2013-12-21 00:00:00,0,0,0
2013-12-22 00:00:00,0,0,0
2013-12-23 00:00:00,0,0,0
2013-12-24 00:00:00,0,0,0
2013-12-25 00:00:00,0,0,0
2013-12-26 00:00:00,0,0,0
2013-12-27 00:00:00,0,0,0
2013-12-28 00:00:00,0,0,0
2013-12-29 00:00:00,0,0,0
2013-12-30 00:00:00,0,0,0
2013-12-31 00:00:00,0,0,0
2014-01-01 00:00:00,0,0,0
